PUPIL_NUMBER	LEGAL_RES_DIST_CODE	COUNTY
253494	2043	15
254405	2043	15
253586	2043	15
253643	2043	15
253500	2043	15
253752	2043	15
253767	2055	15
254270	2043	15
253847	2043	15
253550	2043	15
253990	2043	15
253347	2043	15
253916	2043	15
253379	2043	15
260969	2043	15
260948	2043	15
254446	2043	15
253405	2043	15
253372	2043	15
253373	2043	15
253374	2043	15
254526	2043	15
254538	2043	15
254540	2043	15
253596	2043	15
253340	2043	15
253445	2043	15
251909	2043	15
248121	2043	15
248122	2043	15
249451	2043	15
249448	2043	15
249595	2043	15
249597	2043	15
249599	2043	15
249602	2043	15
249609	2043	15
249613	2043	15
242057	2043	15
242058	2043	15
207425	2043	15
236473	2043	15
243928	2043	15
207431		15
261102	2043	15
207452	2055	15
260972	2043	15
259674	2043	15
261142	2043	15
261124	2043	15
261134	2043	15
261039	2043	15
261143	2043	15
261060	2043	15
261079	2043	15
261094	2043	15
261161	2043	15
261106	2043	15
261117	2043	15
261119	2043	15
261120	2043	15
261121	2043	15
261176	2043	15
207450	2043	15
261009	2043	15
261190	2043	15
261003	2043	15
261004	2043	15
261149	2043	15
261191	2043	15
261192	2043	15
261196	2043	15
260993	2043	15
236563	2043	15
250937	2043	15
250934	2043	15
250938	2043	15
250933	2043	15
250915	2043	15
257444	2043	15
257449	2043	15
257455	2043	15
256911	2043	15
256912	2043	15
256922	2043	15
207484		15
256776	2043	15
256811	2043	15
256871	2043	15
256879	2043	15
257505	2043	15
257508	2043	15
257527	2043	15
257318	2043	15
257400	2043	15
257421	2043	15
257434	2043	15
257435	2043	15
257436	2043	15
257673	2043	15
207485		15
257462	2043	15
257557	2043	15
257660	2043	15
257583	2043	15
257613	2043	15
257636	2043	15
257665	2043	15
257379	2043	15
256544	2043	15
256547	2043	15
256549	2043	15
256585	2043	15
256591	2043	15
257383	2043	15
257605	2043	15
256579	2043	15
256580	2043	15
256584	2043	15
256587	2043	15
256592	2046	15
256903	2043	15
256904	2043	15
256905	2043	15
256906	2043	15
256909	2043	15
256910	2043	15
256593	2043	15
256728	2043	15
257662	2043	15
256716	2043	15
256720	2043	15
256727	2043	15
257492	2043	15
252940	2043	15
255965	2043	15
259775	2043	15
259646	2043	15
259649	2043	15
259650	2043	15
259653	2043	
259813	2043	
259919	2043	15
245537	2043	15
245538	2043	15
245541	2043	15
245542	2043	15
257993	2043	15
257998	2043	15
258015	2043	15
258018	2042	15
258050	2043	15
251414	2043	15
251417	2043	15
251454	2043	15
251493	2043	15
258034	2043	15
256004	2043	15
256005	2043	15
256006	2043	15
259522	2043	15
259755	2043	15
259756	2043	15
259373	2043	15
259374	2043	15
259138	2043	15
259796	2043	15
259803	2043	15
250908	2043	15
259892	2043	15
259995	2043	15
259633	2043	15
259467	2043	15
252602	2043	15
253121	2043	15
253123	2043	15
256704	2043	15
252545	2043	15
259567	2043	15
226575	2043	15
259657	2043	15
259574	2043	15
252089	2043	15
252091	2043	15
252093	2043	15
132229	2043	15
259774	2043	15
260369	2043	15
252250	2043	15
255974	2043	15
251363	2043	15
251394	2043	15
258466	2043	15
258471	2043	15
245429	2043	15
245430	2043	15
245438	2043	15
257314	2043	15
257328	2043	15
259148	2043	15
259173	2043	15
258264	2043	15
252470	2043	15
252477	2043	15
252763	2043	15
256702	2043	15
259635	2043	15
258829	2043	15
258402	2043	15
259818	2043	15
259568	2043	15
260341	2043	15
259129	2043	15
260075	2043	15
260089	2043	15
259643	2043	15
259644	2048	15
260502	2043	15
242245	2043	15
242246	2043	15
242247	2043	15
242251	2043	15
242254	2043	15
260135	2043	15
259761	2043	15
260463	2043	15
260464	2043	15
133476	2082	15
207513		15
237164	2043	15
237890	2043	15
237897	2043	15
251249	2043	15
133913	2043	15
232197	2043	15
252800	2043	15
252805	2043	15
258382	2043	15
259208	2043	15
256699	2043	15
256705	2043	15
259211	2043	15
256646	2043	15
252731	2043	15
259159	2043	15
259213	2043	15
135265	2043	15
259512	2043	15
259520	2043	15
259521	2043	15
135893	2043	15
256936	2043	15
256942	2043	15
257832	2043	15
135345	2043	15
258354	2043	15
258362	2043	15
258392	2043	15
258411	2043	15
258453	2043	15
258472	2043	15
258475	2043	15
258479	2043	15
258481	2043	15
258482	2043	15
258493	2043	15
252227	2043	15
252585	2043	15
252735	2043	15
253288	2043	15
259478	2043	15
259719	2043	15
260622	2043	15
259028	2043	15
259214	2043	15
259279	2043	15
252254	2043	15
252260	2043	15
259867	2043	15
259868	2043	15
259869	2043	15
260011	2043	15
260042	2043	15
237227	2043	15
253285	2043	15
257667	2043	15
252996	2043	15
259280	2043	15
259286	2043	15
260377	2043	15
260522	2043	15
257050	2043	15
257061	2043	15
259987	2043	15
259989	2043	15
260051	2043	15
257519	2043	15
256763	2043	15
245506	2043	15
245535	2043	15
238535	2043	15
252601	2043	15
253059	2043	15
237220	2043	15
257909	2043	15
257936	2043	15
256933	2043	15
252251	2043	15
252144	2043	15
255445	2043	15
237978	2043	15
238143	2043	15
242240	2043	15
242241	2043	15
242244	2043	15
238047	2043	15
238102	2043	15
252641	2043	15
238597	2043	15
226512	2043	15
238427	2043	15
239117	2043	15
239126	2043	15
239046	2043	15
257091	2043	15
255403	2043	15
226530	2043	15
242231	2043	15
242232	2043	15
242233	2043	15
242234	2043	15
237814	2043	15
249902	2043	15
249918	2043	15
238093	2043	15
251445	2043	15
237953	2043	15
237954	2043	15
237957	2043	15
239146	2043	15
242430	2043	15
226523	2043	15
225038	2043	15
225039	2043	15
238065	2043	15
255962	2043	15
255967	2043	15
238559	2043	15
237997	2043	15
238072	2043	15
238075	2043	15
238289	2043	15
238257	2043	15
237264	2043	15
238290	2043	15
238305	2043	15
238413	2043	15
243271	2043	15
243294	2043	15
239717	2043	15
245509	2043	15
226522	2043	15
239194	2043	15
256009	2043	15
252729	2043	15
238388	2043	15
238401	2043	15
245513	2043	15
245514	2043	15
239305	2043	15
256016	2043	15
256794	2043	15
237893	2043	15
259276	2043	15
238097	2043	15
239181	2043	15
239182	2043	15
237980	2043	15
226515	2043	15
237530	2043	15
237533	2043	15
237539	2043	15
245510	2043	15
238170	2043	15
238173	2043	15
238174	2043	15
239060	2043	15
239063	2043	15
239211	2045	15
239213	2043	15
239214	2043	15
239226	2043	15
226514	2043	15
253383	2043	15
256797	2043	15
251857	2043	15
253357	2043	15
253358	2043	15
207572	2043	15
237546	2043	15
207564	2043	15
237463	2043	15
148663		15
237961	2043	15
256394	2043	15
237440	2043	15
237446	2043	15
237465	2043	15
256397	2043	15
258061	2043	15
258077	2043	15
226517	2043	15
256020	2043	15
256021	2043	15
237977	2043	15
243954	2043	15
243959	2043	15
259651	2043	15
260974	2043	15
260973	2043	15
259352	2043	15
259490	2043	15
259493	2043	15
259146	2043	15
259170	2043	15
250596	2083	15
250607	2043	15
256816	2043	15
256823	2043	15
259235	2043	15
238539	2043	15
172758	2043	15
207631	2043	15
245515	2043	15
237360	2043	15
237466	2043	15
251673	2043	15
251698	2043	15
258078	2043	15
258095	2043	15
259172	2043	15
237563	2043	15
256994	2043	15
256998	2043	15
257819	2043	15
257835	2043	15
257843	2043	15
257853	2043	15
249623	2043	15
252584	2043	15
256854	2043	15
256865	2043	15
230584	2043	15
256869	2043	15
259209	2043	15
250200	2043	15
250215	2043	15
232192	2043	15
238429	2043	15
238148	2043	15
238659	2043	15
237913	2043	17
238273	2043	15
238814	2043	15
238050	2043	15
238658	2043	15
239151	2043	15
244233	2043	15
244242	2043	15
226606	2043	15
237933	2043	15
238055	2043	15
155957	2043	15
244412	2043	15
244432	2043	15
244477	2043	15
238059	2043	15
238771	2043	15
244444	2043	15
244451	2043	15
244472	2043	15
237922	2043	17
251633	2043	15
252026	2043	15
226627	2043	15
252819	2043	15
254758	2043	15
252636	2043	15
249919	2043	15
221266		15
253161	2043	15
253165	2043	15
254640	2043	15
243616	2043	15
254808	2043	15
254730	2043	15
252583	2043	15
253219	2043	15
254791	2043	15
251209	2043	15
255386	2043	15
251565	2043	15
156774	2043	15
157585	2043	15
239459	2043	15
239347	2043	15
251971	2043	15
253711	2043	15
242289	2043	15
242290	2043	15
242506	2043	15
256275	2043	15
251879	2043	15
258513	2043	15
258514	2043	15
256276	2043	15
256277	2043	15
258286	2043	15
256414	2043	15
258518	2043	15
249834	2043	15
250203	2043	15
246873	2043	15
246874	2043	15
247274	2043	15
247331	2043	15
246773	2043	15
247772	2043	15
250340	2043	15
250352	2043	15
250360	2043	15
246801	2043	15
243892	2043	15
243904	2043	15
243910	2043	15
245907	2043	15
245614	2043	15
245617	2043	15
245618	2043	15
245619	2043	15
243804	2043	15
243812	2043	15
243824	2043	15
243831	2043	15
243832	2043	15
250430	2043	15
247771	2043	15
248791	2043	15
248792	2043	15
248795	2043	15
248796	2043	15
239543	2043	15
242631	2043	15
247859	2043	15
247860	2043	15
250437	2043	15
250495	2043	15
250496	2043	15
249093	2043	15
249094	2043	15
249096	2043	15
249101	2043	15
239351	2043	15
252768	2043	15
242598	2043	15
242605	2043	15
242617	2043	15
242618	2043	15
249108	2043	15
249114	2043	15
250236	2043	15
250253	2043	15
250285	2043	15
249482	2048	15
249483	2043	15
245908	2043	15
246263	2043	15
246567	2043	15
246469	2043	15
249676	2043	15
249830	2043	15
249833	2043	15
260273	2043	15
158727	2043	15
252135	2043	15
257880	2043	15
256972	2043	15
256783	2043	15
256785	2043	15
256786	2043	15
256790	2043	15
158185	2082	15
259005	2043	15
240196	2043	
256791	2043	15
256795	2043	15
256799	2043	15
256800	2043	15
256801	2043	15
256802	2043	15
244136	2055	15
259274	2043	15
259805	2043	15
256806	2043	15
256818	2043	15
256819	2043	15
256820	2043	15
256837	2043	15
256838	2043	15
259518	2043	15
242211	2043	15
242214	2043	15
242439	2043	15
242639	2043	15
158958	2043	15
158962	2043	15
256841	2043	15
256842	2043	15
256843	2043	15
256844	2043	15
256847	2043	15
256848	2043	15
158496	2043	15
259728	2043	15
259997	2043	15
242418	2043	15
242419	2043	15
242423	2043	15
242424	2043	15
238961	2043	15
260171	2043	15
158594	2043	15
207686	2043	15
256851	2043	15
256852	2043	15
259634	2043	15
252549	2043	15
252551	2043	15
252552	2043	15
252556	2043	15
260125	2043	15
260322	2043	15
256855	2043	15
256856	2043	15
239712	2043	15
239950	2043	15
239953	2043	15
239794	2043	15
239844	2043	
245546	2043	15
240331	2043	15
158900		15
238384	2043	15
238990	2043	15
255415	2043	15
256278	2043	15
256279	2043	15
256463	2043	15
256469	2043	15
243977	2043	15
244023	2043	15
252322	2043	15
252325	2043	15
252326	2043	15
252339	2043	15
159935	2043	15
159550	2043	15
159612	2043	15
242210	2043	15
242212	2043	15
242213	2043	15
207757	2043	15
238989	2043	15
239741	2043	15
239783	2043	15
239786	2043	15
240206	2043	15
242227	2043	15
249481	2043	15
249124	2043	15
246987	2043	15
249169	2043	15
247187	2043	15
249178	2043	15
249184	2043	15
249191	2043	15
249304	2043	15
240083	2043	15
240084	2043	15
249850	2043	15
250125	2043	15
246606	2043	15
247214	2043	15
245810	2043	15
245890	2043	15
246331	2043	15
245893	1965	15
246805	2043	15
245732	2043	15
249411	2043	15
247551	2043	15
245549	2043	15
245551	2043	15
245552	2043	15
245554	2043	15
245557	2043	15
245561	2043	15
250121	2043	15
249479	2043	15
249480	2043	15
246799	2043	15
247633	2043	15
246673	2043	15
247513	2043	15
247482	2043	15
247485	2043	15
245791	2043	15
245795	2043	15
247953	2043	15
246451	2045	15
246365	2043	15
246366	2043	15
246097	2043	15
246264	2043	15
246265	2043	15
247081	2043	15
246041	2043	15
246568	2043	15
226583	2043	15
162351	2043	15
243987	2043	15
163528	2043	15
170396	2083	15
254541	2043	15
254572	2043	15
254584	2043	15
254585	2043	15
254710	2043	15
254699	2048	15
254804	2043	15
254881	2043	15
254360	2043	15
254439	2043	15
254440	2043	15
254441	2043	15
254954	2043	15
245572	2043	15
245577	2043	15
245578	2043	15
245582	2043	15
244118	2043	15
244127	2043	15
244139	2043	15
245571	2043	15
254380	2043	15
254632	2043	15
244140	2043	15
244156	2043	15
244159	2043	15
254297	2043	15
245581	2043	15
244165	2043	15
230580	2043	15
165292	2083	15
165293	2043	15
252865	2043	15
252866	2043	15
259293	2043	15
259294	2043	15
259932	2043	15
260552	2043	15
245494	2043	15
259068	2043	15
259911	2043	15
259742	2055	15
260632	2043	15
260691	2043	15
257101	2043	15
257108	2043	15
257148	2043	15
257149	2043	15
258109	2043	15
258114	2043	15
252586	2043	15
260649	2043	15
257552	2043	15
259020	2043	15
259022	2043	15
259156	2043	15
259694	2043	15
259965	2043	15
260677	2043	15
166968	2043	15
258199	2043	15
260689	2043	15
252267	2043	15
259270	2043	15
260391	2043	15
242543	2043	15
242549	2043	15
259815	2043	15
168173	2043	15
168174	2043	15
256384	2043	15
259893	2043	15
259941	2043	15
245517	2043	15
245518	2043	15
245519	2043	15
245520	2043	15
245523	2043	15
245524	2043	15
259094	2043	15
259103	2043	15
256443	2043	15
256444	2043	15
256446	2043	15
256447	2043	15
256452	2043	15
256075	2043	15
256076	2043	15
256077	2043	15
256078	2043	15
256125	2043	15
256126	2043	15
256456	2043	15
256458	2043	15
256129	2043	15
256130	2043	15
256136	2043	15
256139	2043	15
256143	2043	15
232476	2043	15
232096	2043	15
259184	2043	15
258257	2043	15
259104	2043	15
259105	2043	15
258444	2043	15
258448	2043	15
258462	2043	15
260113	2043	15
259452	2043	15
239869	2043	15
259699	2043	15
259753	2043	15
239870	2043	15
256280	2043	15
207758	2043	15
239868	2043	15
243245	2043	15
243257	2043	15
243413	2043	15
243419	2043	15
243500	2043	15
243569	2043	15
255383	2043	15
258461	2043	15
257278	2043	15
257500	2043	15
257540	2043	15
239867	2043	15
240308	2043	15
240315	2043	15
240285	2043	15
171375	2042	15
169500	2082	15
252126	2043	15
171371	2042	15
256839	2043	15
259281	2043	15
259282	2043	15
259182	2043	15
252201	2043	15
252257	2043	15
258993	2043	15
259009	2043	15
259010	2043	15
259023	2043	15
259024	2043	15
259359	2043	15
226647	2043	15
257836	2043	15
258396	2043	15
258404	2043	15
259402	2043	15
258458	2043	15
244041	2043	15
244056	2043	15
199639	2083	15
226519	2043	15
240681	2043	15
240447	2043	15
240470	2043	15
240477	2043	
240589	2043	15
201942		15
240672	2043	15
240673	2043	15
200853	2043	15
199831	2083	15
200858	2043	15
200957	2043	15
200960	2043	15
256385	2043	15
201480	2043	15
201481	2043	15
201221	2043	15
240202	2043	15
256387	2043	15
201236	2043	15
201260	2043	15
253395	2043	15
258246	2042	15
257950	2043	15
258080	2043	15
245543	2043	15
245544	2043	15
245559	2043	15
258120	2043	15
258149	2043	15
258412	2043	15
257953	2043	15
257954	2043	15
257955	2043	15
202246	2043	15
243401	2043	15
202466		15
202281		15
202282		15
202679	2043	15
252205	2043	15
253109	2043	15
258906	2043	15
257957	2043	15
257958	2043	15
202716	2043	15
257961	2043	15
257962	2043	15
202143		15
244046	2043	15
202718		15
202154	2044	17
253548	2043	15
253551	2043	15
253552	2043	15
253555	2043	15
241856	2043	15
241864	2043	15
241865	2043	15
253837	2043	15
241906	2043	15
241907	2043	15
253876	2043	15
241927	2043	15
253756	2043	15
202795	2055	15
254430	2043	15
241928	2043	15
253923	2043	15
254431	2043	15
254026	2043	15
253614	2043	15
253693	2043	15
241943	2043	15
253973	2043	15
241934	2043	15
241937	2043	15
241938	2043	15
241939	2043	15
202884		15
253631	2043	15
253852	2043	15
254086	2043	15
253666	2043	15
241929	2043	15
253963	2048	15
241903	2043	15
241904	2043	15
202948		15
241905	2043	15
204148	2043	15
246784	2043	15
241967	2043	15
241968	2043	15
242770	2043	15
204168	2043	15
204169		15
204174	2043	15
241999	2043	15
241969	2043	15
242000	2043	15
242001	2043	15
252167	2043	15
245566	2043	15
245567	2043	15
245734	2043	15
245737	2043	15
246028	2043	15
259309	2043	15
259714	2043	15
259225	2043	15
259840	2043	15
259898	2043	15
259228	2043	15
259232	2043	15
259241	2043	15
259245	2043	15
259278	2043	15
259037	2043	15
204431		15
259599	2043	15
258870	2043	15
258070	2043	15
259049	2043	15
257110	2043	15
257115	2043	15
260479	2043	15
245657	2043	15
252331	2043	15
259160	2043	15
259880	2043	15
259470	2043	15
259687	2043	15
256388	2043	15
256392	2043	15
258293	2043	15
259003	2043	15
206139		15
259004	2043	15
259198	2043	15
259340	2043	15
259394	2043	15
208305	2043	15
208317		15
207825		15
207838	2043	15
208004	2043	15
208341	2043	15
207839		15
208407	2043	15
208113	2043	15
207942		15
208699	2043	15
208898		15
209098		15
208715	2043	15
208717		15
208724	2043	15
208747	2043	15
208757	2043	15
208961	2043	15
208822		15
245484	2043	15
208627	2043	15
208647	2055	15
209054		15
208648		15
208863		17
209499		15
209895	2043	15
257304	2043	15
257343	2043	15
209982		15
209831	2043	15
242309	2043	15
210056	2043	15
243184	2043	15
242206	2043	15
243501	2043	15
243509	2043	15
242299	2043	15
242359	2043	15
242360	2043	15
242367	2043	15
243037	2043	15
243046	2043	15
242341	2043	15
242384	2043	15
243259	2043	15
242261	2043	15
242262	2043	15
242264	2043	15
242793	2055	15
242265	2043	15
242268	2043	15
242274	2043	15
242275	2043	15
242276	2043	15
242277	2043	15
242278	2043	15
242279	2043	15
242281	2043	15
242282	2043	15
210166		15
242519	2043	15
242283	2043	15
242284	2043	15
242285	2043	15
242286	2043	15
210574		15
242331	2043	15
242332	2043	15
242541	2043	15
242883	2043	15
243421	2043	15
242260	2043	15
246847	2043	15
247017	2043	15
242337	2043	15
211085	2043	15
211487	2043	15
211909		15
211733		15
211795		15
212825		15
212713		15
256106	2043	15
256499	2043	15
214391		15
214638	2043	15
259189	2043	15
259190	2043	15
259191	2043	15
259194	2043	15
259171	2043	15
216870	2043	15
232474	2043	15
217040	2043	15
216720	2055	15
241902	2043	15
216457	2043	15
242013	2043	15
242014	2043	15
241931	2043	15
241912	2043	15
241915	2043	15
241916	2043	15
241917	2043	15
241918	2043	15
241919	2043	15
241920	2043	15
254108	2043	15
241701	2043	15
241682	2043	15
241687	2043	15
241691	2043	15
230445	2043	15
218076	2043	15
260309	2043	15
260311	2043	15
242716	2043	15
242027	2043	15
242028	2043	15
242029	2043	15
241984	2043	15
241985	2043	15
241986	2043	15
241987	2043	15
241991	2043	15
241992	2043	15
241993	2043	15
241994	2043	15
256502	2043	15
242045	2043	15
256423	2043	15
226616	2043	15
203542	2043	15
242031	2043	15
242032	2043	15
218390		15
217544	2055	15
217551	2043	15
242033	2043	15
242034	2043	15
242035	2043	15
242036	2043	15
242038	2043	15
241947	2043	15
241982	2043	15
241983	2043	15
242039	2043	15
242040	2043	15
242041	2043	15
242042	2043	15
242043	2043	15
242044	2043	15
219140	2043	15
202953	2043	17
219690	2055	15
219501	2082	15
219472	2043	15
219468	2043	15
220939		15
220940		15
220941	2043	15
220942		15
220944		15
220945		15
220946		15
220947		15
220948		15
220341		15
220342		15
220343		15
220344	2043	15
220345	2043	15
220346		15
220347		15
220348		15
220349		15
220440		15
220430	2043	15
220431		15
220432		15
220433		15
220434		15
220435		15
220436	2043	15
220437	2043	15
220438		15
220439	2043	15
220542		15
220543		15
220544	2043	15
220545	2043	15
220546		15
220547		15
220548		15
220571	2043	15
220572		15
220573		15
220574	2043	15
220575	2043	15
220576		15
220577		15
220578		15
220579		15
220049	1965	15
220669		15
220670		15
220671		15
220672		15
220753	2043	15
220754		15
220755		15
220756		15
220757	2043	15
220758		15
220760		15
220832	2043	15
220833	2043	15
220834		15
220835		15
220836		15
220837	2043	15
220838		15
220839	2043	15
220949		15
220950		15
220952		15
220953		15
220954		15
220955		15
220351		15
220352		15
220353		15
220354		15
220355		15
220356		15
220442		15
220443		15
220444	2043	15
220445	2043	15
220446	2043	15
220447	2043	15
220448	2043	15
220449	2043	15
220549		15
220550		15
220551		15
220552		15
220553	2043	15
220554		15
220555	2046	15
220556	2043	15
220557		15
220558		15
220580	2043	15
220581		15
220582	2043	15
220583		15
220584	2043	15
220585	2043	15
220586		15
220587	2043	15
220588	2043	15
220589		15
220590	2043	15
220761	2043	15
220762		15
220763		15
220764		15
220765		15
220766	2043	15
220767		15
220768		15
220769	2043	15
220841		15
220842	2043	15
220843	2043	15
220844	2043	15
220845		15
220846		15
220847	2043	15
220848	2043	15
220849	2043	15
220956		15
220957	2043	15
220958	2043	15
220959	2043	15
220960		15
220357	2043	15
220358	2043	15
220359		15
220360	2043	15
220361		15
220362		15
220363	2043	15
220364		15
220365	2043	15
220450		15
220451		15
220452	2043	15
220453	2043	15
220454	2043	15
220592	2043	15
220593	2043	15
220594	2043	15
220596		15
220597		15
220673		15
220770	2043	15
220771		15
220772	2043	15
220773	2043	15
220774		15
220775	2043	15
220776		15
220777	2043	15
220778		15
220850		15
220851	2043	15
220852	2043	15
220853	2043	15
220854	2043	15
220855	2043	15
220856	2043	15
220857		15
220859		15
220961		15
220962		15
220963		15
220964	2043	15
220965		15
220366	2043	15
220367		15
220368	2043	15
220455	2043	15
220456	2043	15
220457	2043	15
220458	2043	15
220459		15
220460	2043	15
220598	2043	15
220599	2043	15
220600	2043	15
220601		15
220602	2043	15
220674		15
220675		15
220676		15
220677		15
220678		15
220679	2043	15
220680		15
220681	2043	15
220682		15
220683	2043	15
220779		15
220780		15
220781	2043	15
220782	2043	15
220783	2043	15
220784	2043	15
219942	2055	15
220860	2043	15
220861	2043	15
220862		15
220863		15
220864	2043	15
220967		15
220968		15
220969		15
220970		15
220971		15
220972		15
220369	2043	15
220370	2043	15
220371	2043	15
220372	2043	15
220373	2043	15
220374	2043	15
220375	2043	15
220376	2043	15
220377	2043	15
220378		15
220461	2043	15
220462	2043	15
220463		15
220464		15
220465	2043	15
220466		15
220467	2043	15
220468		15
220603	2043	15
220604	2043	15
220605		15
220606	2043	15
220607		15
220684		15
220685	2043	15
220686	2043	15
220687		15
220688	2043	15
220689	2043	15
220690	2043	15
220691	2043	15
220865	2043	15
220866	2043	15
220867		15
220868		15
220869		15
220870	2043	15
220871		15
220872	2043	15
220873		15
220874		15
220875		15
220876		15
220973		15
220974		15
220975	2043	15
220976		15
220379	2043	15
220380	2043	15
220381		15
220382	2043	15
220383	2043	15
220384		15
220385	2043	15
220469	2043	15
220471		15
220472		15
220473	2042	15
220474	2043	15
220475		15
220608		15
220609		15
220610	2043	15
220611	2043	15
220612		15
220613	2043	15
220614		15
220615		15
220692		15
220693	2043	15
220694		15
220695		15
220696		15
220697	2043	15
220698		15
220877		15
220878	2043	15
220879		15
220881		15
220882		15
220883		15
220386		15
220387		15
220388	2043	15
220389		15
220390	2043	15
220391	2043	15
220392	2043	15
220393	2043	15
220395		15
220396		15
220616		15
220617	2043	15
220618		15
220619	2043	15
220620		15
220621	2043	15
220622		15
220785	2043	15
220884		15
220885		15
220886	2043	15
220887		15
220888		15
220889	2043	15
220215	2055	17
220397	2043	15
220623	2043	15
220624	2043	15
220625		15
220626		15
220627		15
220628		15
220699		15
220700	2043	15
220701		15
220702		15
220703		15
220704		15
220705		15
220706		15
220786	2043	15
259817	2043	15
220890	2043	15
220891	2043	15
220892	2043	15
220893	2043	15
220894		15
220895		15
220896	2043	15
220897		15
220898	2043	15
220899	2048	15
220900		15
220901		15
260373	2043	15
220398		15
220399		15
220476	2043	15
220477	2043	15
220478		15
220479		15
220480	2043	15
220481		15
220482		15
220483		15
220484	2043	15
220485	2043	15
220486	2043	15
220629	2043	15
220630	2043	15
220631		15
220632		15
220707		15
220708	2043	15
220709	2043	15
220710		15
220787		15
220788	2043	15
220790		15
220791		15
220792	2043	15
220793		15
220794		15
220307		15
220308		15
220310	2043	15
220311	2043	15
220400	2043	15
220401	2043	15
220487		15
220488	2043	15
220489		15
220490		15
220491		15
220492		15
220493		15
220494		15
220495	2043	15
220633	2043	15
220634	2043	15
220635		15
220637		15
220638		15
220639	2043	15
220711		15
220712		15
220713		15
220714		15
220795	2043	15
220796		15
220797	2043	15
220798	2043	15
220799		15
220800	2043	15
220801	2043	15
220802	2043	15
220803		15
220902		15
220903		15
220312	2042	15
220313	2043	15
220314	2043	15
220315	2043	15
220316	2043	15
220317		15
220318	2043	15
220319	2043	15
220320	2043	15
220321		15
220322		15
220323		15
220324	2043	15
220496	2043	15
220497	2043	15
220498		15
220499	2043	15
220500	2043	15
259924	2043	15
220640	2043	15
220641	2043	15
220642	2043	15
220643	2043	15
220644		15
220645		15
220715		15
220716	2043	15
220717		15
220718	2043	15
220719	2043	15
220720	2043	15
220721		15
220722		15
220804		15
220805	2043	15
220806		15
220807		15
220808	2043	15
220809		15
220810		15
220906	2043	15
220907	2043	15
220908		15
220909		15
220910		15
220911	2043	15
220325		15
220326		15
220327		15
220328	2043	15
220329	2043	15
220330		15
220331	2043	15
220332		15
220333		15
220334		15
220501		15
220502	2043	15
220646		15
220647	2043	15
220648	2043	15
220649		15
220723	2043	15
220724	2043	15
220725		15
220726		15
220727	2043	15
220728		15
220729		15
220730		15
220731	2043	15
220732	2043	15
220811		15
220812	2043	15
220813	2043	15
220814		15
220815		15
220816		15
220817		15
220818	2043	15
220912	2043	15
220913		15
220914		15
220915	2043	15
220916	2043	15
220917	2043	15
220918	2043	15
220919		15
220920		15
220921		15
220922		15
220335		15
220336	2043	15
220337		15
220338	2043	15
220339	2043	15
220340	2043	15
220402		15
220403		15
220404		15
220405		15
220406	2043	15
220503		15
220504	2043	15
220505	2043	15
220507	2043	15
220508		15
220509	2043	15
220510		15
220511	2043	15
220559		15
220560	2043	15
220561		15
220650		15
220651		15
220652		15
220654		15
220655		15
220656		15
220733	2043	15
220735		15
220736		15
220737		15
220819		15
220820		15
220821		15
220822		15
220823		15
220824	2043	15
220825	2043	15
220923		15
220924		15
220925	2043	15
220926		15
220927		15
259929	2043	15
220407		15
220408	2043	15
220409	2043	15
220410		15
220411		15
220412	2043	15
220413		15
220512		15
220513	2043	15
220514		15
220515	2043	15
220516		15
220517		15
220518		15
220519	2043	15
220520		15
220562		15
220563	2043	15
220564		15
220565		15
220566		15
220567	2043	15
220568	2043	15
220569		15
220738		15
220739		15
220740	2043	15
220928		15
220929		15
220930		15
220931	2043	15
220932	2043	15
220933		15
220934	2043	15
220935		15
220414		15
220415	2043	15
220416		15
220417	2043	15
220418	2043	15
220419		15
220420	2043	15
220521	2043	15
220522	2043	15
220523		15
220524	2043	15
220525		15
220526	2042	15
220527	2043	15
220528		15
220529		15
220530	2043	15
220531		15
220657		15
220658		15
220659	2043	15
220660	2043	15
220661	2043	15
220741	2043	15
220742	2043	15
220743	2043	15
220744		15
220745	2043	15
220746	2043	15
220747		15
220748		15
220749	2043	15
220750		15
220751		15
220752		15
220826		15
220827		15
220828		15
220829		15
220830		15
220936	2043	15
220937		15
220938	2043	15
220421		15
220422		15
220423	2043	15
220424		15
220425	2043	15
220426		15
220427		15
220428		15
220429	2043	15
220532	2043	15
220533		15
220535		15
220536		15
220537		15
220538	2043	15
220539	2043	15
220540	2043	15
220541		15
220570	2043	15
220662		15
220663	2043	15
220664		15
220665		15
220666	2043	15
220667		15
220668	2043	15
220831		15
230518	2043	15
230824	2043	15
233926	2043	15
233931	2043	15
229826	2043	15
231763	2043	15
231886	2043	15
230866	2043	15
224826	2043	15
224827	2043	15
232378	2043	15
230730	2043	15
231598	2043	15
243995	2043	15
228739	2043	15
228748	2043	15
228749	2043	15
228753	2043	15
228765	2043	15
228800	2043	15
228801	2043	15
228825	2043	15
228955	2043	15
228967	2043	15
228972	2043	15
228973	2043	15
226832	2043	15
230464	2043	15
231349	2055	15
231864	2043	15
230753	2043	15
229723	2043	15
229725	2043	15
227761	2043	15
227768	2043	15
227769	2043	15
227770	2043	15
227771	2043	15
227776	2043	15
227780	2043	15
227786	2043	15
228841	2043	15
228869	2043	15
228882	2043	15
228904	2043	15
244007	2043	15
223954	2043	15
223983	2043	15
224068	2043	15
